OBJECTID_1,OBJECTID,ROADWAY,BEGIN_POST,END_POST,CCTXTCLS,URBAREA,FUNCLASS,TYPEROAD,USROUTE,STROADNO,MNG_DIST_C,CONTYDOT,AADT_2024,NOLANES_To,MAXSPEED_M,IsSignaliz,IsIntercha,Countermea,Counterme1,Counterme2,Counterme3,LocationID,LocationSt,CrashModif,CostScenar,CostEstima,TotalLives,Crash_Save,Crash_Sav1,Crash_Sav2,Crash_Sav3,Benefit_Al,Benefit_KA,CostPerLif,CrashSavin,Crash_Sav4,CostBenefi,PresentVal,PresentVa1,NetPresent,Counterme4,Interchang,FDOT Manag,FDOT Count,Intersecti,Intersect1,Entering V,Avg Annual,Avg Annua1,Crash Inte,Signalized,Counterme5,Serious In,Intersect2,Match_Stat,Matched_ID,Match_Cnt,Ovl_Ft,Ovl_Mi,Ovl_Pct,Ang_Dif,Min_Ft,QC_Flag,WP_IDs,WP_Count
46954,97248,46020003,9.526,9.78235771330067,SUBURBAN COMMERCIAL,PANAMA CITY,URBAN PRIN ART OTHER,DIVIDED,US   98,SR   30A,3,BAY,20500,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00556,Potential Location,0.850000024,1,14322.55295625,0.0123809984575397,0.00601362782223356,0.0256061559008207,0.0494918353926066,0.179946557127196,59099.2854469053,,1156817.27975081,2.62296276088611,0.262296276088611,33.4680658091075,479348.144894203,14322.55295625,477915.889598578,,N,3,46,46020003 = 9.549|46531000 = .337,BOAT RACE RD|S TYNDALL PKWY,24000,23000,5700,IS|U|3|D,Y,10,0.400908585627611,On-System / On-System,Off Corridor,,0,0,0,0,26.3,240.8,No Match - Low Target Ratio,,0
29528,72262,16070000,1.439,1.595,SUBURBAN COMMERCIAL,LAKELAND,URBAN MINOR ART,DIVIDED,,SR   33,1,POLK,28500,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02102,Potential Location,0.850000024,1,11458.042365,0.0125078503918325,0.00607524161889005,0.0258685087649262,0.0499989136442341,0.181790234672201,59704.7987017508,,916068.06973659,2.64983683739435,0.264983683739435,42.2637117555527,484259.399797272,11458.042365,482827.144501647,,N,1,16,16070000 = 1.528|16A05478 = .245,E CRAWFORD ST|LAKELAND HILLS BLVD,12250,24500,,IS|U|2|U,Y,10,0.405016172728591,On-System / Off-System,On Corridor,440444-1,1,827,0.16,100,0,2.2,Verified Match,440444-1,1
57229,130712,70008000,4.318,4.371,SUBURBAN RESIDENTIAL,PALM BAY-MELBOURNE,URBAN MINOR ART,DIVIDED,,SR  513,5,BREVARD,17700,2,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03559,Potential Location,0.850000024,1,8593.53177375,0.0125102749295987,0.00607641925151939,0.0258735231498519,0.0500086054977986,0.181825473124509,53411.7182224127,,686917.899255603,2.65035048516639,0.265035048516639,50.4119716205136,433216.879898267,8593.53177375,431784.624602642,,N,5,70,70008000 = 4.367|70A01101 = .332,BERKELEY ST|S PATRICK DR|ST GEORGE'S CT,15300,16600,,IS|U|1|D,Y,10,0.405094681583108,On-System / Off-System,On Corridor,448792-1,2,281,0.05,100,0,1.3,Verified Match,448792-1,2
29428,73021,16030000,29.769,30.044,URBAN GENERAL,WINTER HAVEN,URBAN PRIN ART OTHER,DIVIDED,US   17,SR  555,1,POLK,36000,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02104,Potential Location,0.850000024,1,11458.042365,0.0125141022445558,0.00607827823306995,0.0258814387330585,0.0500239048165489,0.181881099668032,32716.9213455054,,915610.416239391,2.65116131675165,0.265116131675165,23.1595878948166,265363.53925475,11458.042365,263931.283959125,,N,1,16,16030000 = 29.906|16A00637 = .189,6TH ST NW|AVENUE L NW,14250,28500,,IS|U|2|U,Y,10,0.405218613706308,On-System / Off-System,On Corridor,"450875-1, 413656-1",3,1459,0.28,100,0,0,Verified Match,"450875-1, 413656-1",3
69436,142764,72190000,0.167,0.501,SUBURBAN COMMERCIAL,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,US   90,SR  212,2,DUVAL,17600,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03828,Potential Location,0.850000024,1,8593.53177375,0.0126313496534142,0.00532885063503413,0.0211377741856354,0.0382394374273283,0.124349716392713,42881.7060191477,,680333.61513567,1.90318913606052,0.190318913606052,40.4733533917537,347809.048362248,8593.53177375,346376.793066623,,N,2,72,72190000 = .5,BEACH BLVD|MAYFAIR VILLAGE RD,8600,17200,,IS|U|2|U,Y,10,0.355256765843358,On-System / Off-System,On Corridor,432403-1,2,1358,0.26,77,0,0.3,Verified Match,432403-1,2
64081,117636,57110028,0.783344695439773,0.868,SUBURBAN COMMERCIAL,1460,URBAN MINOR ART,DIVIDED,,SR  393,3,OKALOOSA,25000,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02746,Potential Location,0.850000024,1,11458.042365,0.0126649298020912,0.00534301726025724,0.021193968465687,0.0383410960805496,0.124680297215743,42995.7060352312,,904706.346110821,1.90824872002446,0.190824872002446,30.4357131438784,348733.690611547,11458.042365,347301.435315921,,N,3,57,57110028 = .866|57A00907 = .911,ANCHORS ST NW|MARY ESTHER BLVD,12750,25500,,IS|U|3|D,Y,10,0.356201207676009,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
38075,88817,26250000,0.712,1.238,SUBURBAN COMMERCIAL,GAINESVILLE,URBAN MINOR ART,DIVIDED,,SR  121,2,ALACHUA,26806,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00648,Potential Location,0.850000024,1,14322.55295625,0.0127100412696247,0.00617344861667484,0.0262866762621783,0.0508071519842918,0.184728895271022,44767.8221908229,,1126869.11493191,2.69267176261129,0.269267176261129,25.3521241057804,363107.140058461,14322.55295625,361674.884762836,,N,2,26,26250000 = .717|26A00903 = .199,SR-121|SW 34TH ST|SW 42ND AVE|SW 42ND PL,24705,28610,,IS|U|3|D,Y,10,0.411563306961785,On-System / Off-System,On Corridor,207712-6,2,2780,0.53,100,0,0.5,Verified Match,207712-6,2
105269,224661,87060000,14.065,14.091,URBAN CENTER,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  A1A,6,MIAMI-DADE,51500,6,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03209,Potential Location,0.850000024,1,14322.55295625,0.0127111815041728,0.00536252969707292,0.0212713677983893,0.0384811158817733,0.125135623542252,23671.70588313,,1126768.03108729,1.91521755069904,0.191521755069904,13.4053433018608,191998.739337613,14322.55295625,190566.484041988,,N,6,87,87060000 = 14.078,BAYVIEW DR|COLLINS AVE,16750,33500,,IS|U|3|D,Y,10,0.357502037005187,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
118419,265118,93005000,0.825,0.837,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  794,4,PALM BEACH,35500,8,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04114,Potential Location,0.850000024,1,17187.0635475,0.012741114743329,0.00537515778234191,0.0213214592032896,0.0385717340862498,0.125430302250538,23727.4497833489,,1348945.04081747,1.91972764796752,0.191972764796752,11.1974260042005,192450.872302623,17187.0635475,191018.617006998,,N,4,93,93005000 = .837,T-REX AVE|W YAMATO RD,16750,33500,,IS|U|3|D,Y,10,0.358343909491153,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
3755,3417,01060000,10.1818398312722,10.246141491021,SUBURBAN COMMERCIAL,215,URBAN PRIN ART OTHER,DIVIDED,,SR  776,1,CHARLOTTE,28500,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01623,Potential Location,0.850000024,1,11458.042365,0.012870417314362,0.00625134555269012,0.026618363081976,0.051448239602086,0.187059815284875,61435.470595594,,890261.914989661,2.72664805253063,0.272664805253063,43.4888162639895,498296.699156493,11458.042365,496864.443860868,,N,1,1,01060000 = 10.224|01A05599 = .073,E BAY HEIGHTS RD|S MCCALL RD|W BAY HEIGHTS RD,11500,23000,,IS|U|2|U,Y,10,0.416756436860371,On-System / Off-System,On Corridor,"449652-1, 451105-1",3,341,0.06,100,0.6,1,Verified Match,"449652-1, 451105-1",3
100363,229327,87080001,2.06852881280736,2.078,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,1WAY,,SR  934,6,MIAMI-DADE,19500,2,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04548,Potential Location,0.850000024,1,8593.53177375,0.012879798150676,0.00625590195889976,0.0266377643570799,0.0514857385815333,0.187196157212666,43410.6794755132,,667210.128079451,2.72863541925246,0.272863541925246,40.9726182676609,352099.496936874,8593.53177375,350667.241641249,,N,6,87,87080001 = 2.073|87A13841 = .14,NW 5TH AVE|NW 81ST ST|NW 82ND ST,8750,17500,,IS|U|2|U,Y,10,0.417060197322949,On-System / Off-System,On Corridor,410646-6,4,50,0.01,100,0.9,0.3,Verified Parallel Fallback,410646-6,4
104854,226613,87030000,20.784,20.859,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,6,MIAMI-DADE,48500,6,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03594,Potential Location,0.850000024,1,17187.0635475,0.012915310659368,0.00544864668442086,0.0216129651815361,0.039099085003946,0.127145179389606,24051.8503506104,,1330751.07527774,1.94597407325446,0.194597407325446,11.3505166810663,195082.051494445,17187.0635475,193649.79619882,,N,6,87,87030000 = 20.845|87A04326 = 1.111,BISCAYNE BLVD|NE 146TH ST,21750,43500,,IS|U|3|D,Y,10,0.363243170413631,On-System / Off-System,On Corridor,451123-1,5,398,0.08,100,0.1,0.4,Verified Match,451123-1,5
37554,90007,29002000,2.40085185598066,2.636,URBAN GENERAL,LAKE CITY,URBAN PRIN ART OTHER,DIVIDED,,SR   10A,2,COLUMBIA,17200,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02290,Potential Location,0.850000024,1,14322.55295625,0.0129985035178395,0.00631355885152204,0.0268832686391681,0.0519602517245584,0.188921431810417,33983.3420641456,,1101861.68250779,2.7537836137745,0.27537836137745,19.2448473787053,275635.345716456,14322.55295625,274203.090420831,,N,2,29,29002000 = 2.632|29507000 = 6.587,SE BAYA DR|SE COUNTRY CLUB RD,15900,19800,1900,IS|U|2|U,Y,10,0.420903990779441,On-System / On-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
119820,264346,93040000,6.683,6.696,URBAN GENERAL,MIAMI,URBAN MINOR ART,DIVIDED,US    1,SR    5,4,PALM BEACH,25000,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02543,Potential Location,0.850000024,1,8593.53177375,0.0130067543366936,0.00631756639210834,0.0269003328327073,0.0519932335692767,0.189041349961718,34004.9130395309,,660697.630730719,2.7555315818948,0.27555315818948,32.0951051222226,275810.305649666,8593.53177375,274378.050354041,,N,4,93,93040000 = 6.696,JUNO OCEAN WALK|US-1,12000,24000,,IS|U|3|D,Y,10,0.421171160194608,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
104125,224858,87030000,21.337,21.485,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,6,MIAMI-DADE,48500,8,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03355,Potential Location,0.850000024,1,20051.57413875,0.013030134300721,0.00549708790811667,0.0218051153688628,0.0394466956369483,0.128275564315145,24265.6834601169,,1538861.66297154,1.96327476659144,0.196327476659144,9.81551015386251,196816.429559828,20051.57413875,195384.174264203,,N,6,87,87030000 = 21.466|87A11335 = .013,BISCAYNE BLVD|NE 156TH ST,50250,57000,,IS|U|3|D,Y,10,0.366472585843391,On-System / Off-System,On Corridor,"451123-1, 449270-1",6,784,0.15,100,0,0.4,Verified Match,"451123-1, 449270-1",6
96299,206834,86100000,19.66,19.824,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US  441,SR    7,4,BROWARD,53500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04161,Potential Location,0.850000024,1,17187.0635475,0.0130706831824498,0.00551419446759603,0.0218729713881309,0.0395694510406196,0.128674749048477,24341.1965980467,,1314932.30365933,1.96938434263068,0.196938434263068,11.4870645707402,197428.908751548,17187.0635475,195996.653455923,,N,4,86,86100000 = 19.712|86A07758 = .014,NW 24TH ST|SR-7,26750,53500,,IS|U|3|D,Y,10,0.367613023324485,On-System / Off-System,On Corridor,457381-1,1,869,0.16,100,0,0.6,Verified Match,457381-1,1
83074,174565,78040000,10.471,10.827,SUBURBAN COMMERCIAL,ST. AUGUSTINE,URBAN MINOR ART,DIVIDED,,SR  A1A,2,ST. JOHNS,25000,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-01313,Potential Location,0.850000024,1,11458.042365,0.0131904901911666,0.00640680952142376,0.0272803319862763,0.0527276997511827,0.191711783573887,62963.3020039378,,868659.329482178,2.79445673851886,0.279445673851886,44.5703344611429,510688.780477995,11458.042365,509256.52518237,,N,2,78,78040000 = 10.584|78A02391 = .388,DONDANVILLE RD|SR-A1A,12000,24000,,IS|U|3|D,Y,10,0.427120703100896,On-System / Off-System,On Corridor,"210265-8, 447062-1",3,1886,0.36,100,0,0.8,Verified Match,"210265-8, 447062-1",3
110264,248935,91090000,15.42,15.546,SUBURBAN COMMERCIAL,OKEECHOBEE-TAYLOR CREEK,URBAN PRIN ART OTHER,DIVIDED,US   98,SR  700,1,OKEECHOBEE,12100,2,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04093,Potential Location,0.850000024,1,11458.042365,0.0132484119945402,0.00558917381019664,0.0221703894471133,0.0401074972490963,0.130424405893126,40228.0756215009,,864861.567538961,1.99616307598986,0.199616307598986,28.4765685425188,326285.728770006,11458.042365,324853.473474381,,N,1,91,91090000 = 15.421|91900010 = 2.31,NW 30TH ST|US-98,5800,11600,,IS|U|1|U,Y,10,0.372611646964306,On-System / On-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
31475,73406,16210000,3.622,3.80735471950475,SUBURBAN COMMERCIAL,LAKELAND,URBAN PRIN ART OTHER,DIVIDED,US   98,SR   35,1,POLK,64000,8,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02444,Potential Location,0.850000024,1,17187.0635475,0.0132910234633687,0.00560715052360868,0.0222416970769811,0.0402364968129327,0.130843895829617,33294.5515222411,,1293133.18834092,2.00258342589476,0.200258342589476,15.7123197148209,270048.637417264,17187.0635475,268616.382121639,,N,1,16,16210000 = 3.625,US-98,30000,60000,,IS|U|3|D,Y,10,0.373810094716861,On-System / Off-System,On Corridor,451481-1,2,983,0.19,100,0,2.2,Verified Match,451481-1,2
105097,224638,87038000,0.655,0.832,URBAN GENERAL,MIAMI,URBAN MINOR ART,DIVIDED,,SR  932,6,MIAMI-DADE,16600,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03206,Potential Location,0.850000024,1,11458.042365,0.0134124336103463,0.00565837042936486,0.0224448693698139,0.0406040470625719,0.132039121815605,24938.8287874496,,854285.113192381,2.0208765203839,0.20208765203839,17.653647517665,202276.241154182,11458.042365,200843.985858557,,N,6,87,87038000 = .713|87A13160 = .185,NW 103RD ST|NW 80TH CT,8000,16000,,IS|U|2|U,Y,10,0.377224755646951,On-System / Off-System,On Corridor,445993-1,2,935,0.18,100,0,0,Verified Match,445993-1,2
105251,242413,88060000,30.2198104271161,30.2812164193554,URBAN GENERAL,VERO BEACH-SEBASTIAN,URBAN PRIN ART OTHER,1WAY,,SR   60,4,INDIAN RIVER,9200,3,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-05361,Potential Location,0.850000024,1,11458.042365,0.0134789774496952,0.00654693190413767,0.0278769760891424,0.0538808994677427,0.195904683615457,45430.1816597708,,850067.626254475,2.85557388821449,0.285557388821449,32.1590248090837,368479.468679567,11458.042365,367047.213383942,,N,4,88,88060000 = 30.228|88A00280 = .415,20TH ST|COMMERCE AVE,4050,8100,,IS|U|2|U,Y,10,0.436462196776463,On-System / Off-System,On Corridor,448443-1,2,324,0.06,100,0.9,0.8,Verified Match,448443-1,2
78233,199166,86028000,4.724,4.73,SUBURBAN RESIDENTIAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  834,4,BROWARD,52500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03964,Potential Location,0.850000024,1,14322.55295625,0.0135280763482803,0.00657077994059331,0.0279785215384889,0.0540771675324765,0.196618291471029,47649.1384800653,,1058727.9807946,2.86597568117416,0.286597568117416,26.9838203683664,386477.196187865,14322.55295625,385044.94089224,,N,4,86,86028000 = 4.724,TRADEWINDS PARK RD|W SAMPLE RD,22750,45500,,IS|U|3|D,Y,10,0.438052066127884,On-System / Off-System,On Corridor,439891-5,1,32,0.01,100,0,0.4,Verified Parallel Fallback,439891-5,1
78383,199990,86028000,4.676,4.724,SUBURBAN RESIDENTIAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  834,4,BROWARD,52500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03964,Potential Location,0.850000024,1,14322.55295625,0.0135280763482803,0.00657077994059331,0.0279785215384889,0.0540771675324765,0.196618291471029,47649.1384800653,,1058727.9807946,2.86597568117416,0.286597568117416,26.9838203683664,386477.196187865,14322.55295625,385044.94089224,,N,4,86,86028000 = 4.724,TRADEWINDS PARK RD|W SAMPLE RD,22750,45500,,IS|U|3|D,Y,10,0.438052066127884,On-System / Off-System,On Corridor,439891-5,1,253,0.05,100,0.1,0.4,Verified Match,439891-5,1
105686,236317,87281000,8.254,9.08,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  953,6,MIAMI-DADE,41500,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-05350,Potential Location,0.850000024,1,11458.042365,0.0135406730669424,0.00657689834680057,0.0280045738429944,0.0541275216883748,0.196801373325219,35400.7924051513,,846194.447525153,2.86864434510083,0.286864434510083,25.0594410945665,287132.137704765,11458.042365,285699.88240914,,N,6,87,87281000 = 8.831|87A13759 = .751,E 35TH ST|E 8TH AVE,17250,34500,,IS|U|3|D,Y,10,0.438459959940298,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
105301,242585,88060001,0.730442453162921,0.758452649352701,URBAN CENTER,VERO BEACH-SEBASTIAN,URBAN PRIN ART OTHER,1WAY,,SR   60,4,INDIAN RIVER,10500,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-05384,Potential Location,0.850000024,1,11458.042365,0.0135494682419055,0.00658117028892551,0.0280227638639408,0.0541626795436169,0.196929203197694,45667.7671522463,,845645.169274087,2.87050763718368,0.287050763718368,32.3272063454028,370406.499847723,11458.042365,368974.244552098,,N,4,88,88060001 = .745|88A00280 = .475,20TH PL|COMMERCE AVE,4150,8300,,IS|U|2|U,Y,10,0.438744756127528,On-System / Off-System,On Corridor,448443-1,2,148,0.03,100,5.2,1,Verified Match,448443-1,2
65003,138502,72040000,2.914,3.829,SUBURBAN RESIDENTIAL,JACKSONVILLE,URBAN PRIN ART EXPR.,DIVIDED,,SR  115,2,DUVAL,46500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00913,Potential Location,0.850000024,1,17187.0635475,0.0135557981623677,0.00571885234974888,0.0226847809873372,0.0410380608431054,0.133450478628122,33957.8228558524,,1267875.43910273,2.0424775262455,0.20424775262455,16.0253298253315,275428.362077619,17187.0635475,273996.106781994,,N,2,72,72040000 = 3.567|72A23585 = .019,SOUTHSIDE BLVD,25750,51500,,IS|U|3|D,Y,10,0.381256884317694,On-System / Off-System,On Corridor,445340-1,2,4845,0.92,100,0,0.9,Verified Match,445340-1,2
110850,270864,93290000,0.786,0.955480535611257,URBAN GENERAL,BELLE GLADE,URBAN MINOR ART,DIVIDED,,SR  715,4,PALM BEACH,12000,2,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-05048,Potential Location,0.850000024,1,11458.042365,0.0135656743886877,0.00658904184593401,0.0280562811220586,0.054227462036858,0.197164744808313,30961.5408851559,,844634.924641475,2.87394097252032,0.287394097252032,21.9169927364586,251125.83128774,11458.042365,249693.575992114,,N,4,93,93290000 = .895|93609000 = 0,SW 16TH ST|SW AVENUE H|SW COLLEGE DR,6525,11400,1650,IS|U|1|D,Y,10,0.439269526678725,On-System / On-System,On Corridor,441757-2,2,898,0.17,100,0,0.8,Verified Match,441757-2,2
110353,249390,90040000,6.026,6.176,URBAN GENERAL,MARATHON,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,6,MONROE,15100,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04096,Potential Location,0.850000024,1,14322.55295625,0.0136753467471142,0.00662728342360152,0.0295597879687623,0.0392377256667201,0.126654749873274,25106.5905528019,,1047326.49351449,2.03447081607069,0.203447081607069,14.2179219005683,203636.939348716,14322.55295625,202204.684053091,,N,6,90,90040000 = 6.163|90610005 = 1.992,COCO PLUM DR|OVERSEAS HWY,8000,15100,900,IS|R|2|D,Y,10,0.441818965597802,On-System / On-System,On Corridor,433891-4,1,794,0.15,100,0,0.5,Verified Match,433891-4,1
40961,93640,36080000,3.869,3.886,SUBURBAN COMMERCIAL,OCALA,URBAN PRIN ART OTHER,DIVIDED,,SR   40,5,MARION,24500,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02909,Potential Location,0.850000024,1,17187.0635475,0.013680377616443,0.00577140930693687,0.0228932569175163,0.0414152056747785,0.134676904956873,46443.0126055981,,1256329.61526166,2.06124814617749,0.206124814617749,21.9173236825596,376694.434923278,17187.0635475,375262.179627653,,N,5,36,36008000 = 3.688|36080000 = 3.885,E SILVER SPRINGS BLVD|NE 14TH ST,25079,21758,9500,IS|U|3|D,Y,10,0.384760682024167,On-System / On-System,On Corridor,450951-1,1,90,0.02,100,0.1,1.1,Verified Match,450951-1,1
84603,197172,86010000,0.12,0.135,URBAN GENERAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,US    1,SR    5,4,BROWARD,51000,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04802,Potential Location,0.850000024,1,17187.0635475,0.0137148569313403,0.00666150193807959,0.028364817744363,0.0548238047203449,0.199332977445276,35911.9659109169,,1253171.18753351,2.90554587541198,0.290554587541198,16.9475263723899,291278.212735198,17187.0635475,289845.957439573,,N,4,86,86010000 = .128|86A21913 = .311,S FEDERAL HWY|SE 9TH ST|VIA DA FORTUNA,29750,59500,,IS|U|3|D,Y,10,0.444100200261338,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
79411,147026,72160000,8.2458634258823,8.718604700008,SUBURBAN RESIDENTIAL,JACKSONVILLE,URBAN MINOR ART,DIVIDED,,SR   13,2,DUVAL,19900,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-03278,Potential Location,0.850000024,1,11458.042365,0.0137347291180039,0.00667115414303045,0.028405917039508,0.0549032418509297,0.199621801612806,65561.1645106476,,834238.685492565,2.90975587558075,0.290975587558075,46.4093041009639,531759.772519012,11458.042365,530327.517223387,,N,2,72,72160000 = 8.618|72A10674 = .266,ALMOURS DR|DUPONT AVE|SAN JOSE BLVD,10500,21000,,IS|U|2|U,Y,10,0.444743680694352,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
97948,207183,86090000,2.812,2.937,SUBURBAN RESIDENTIAL,MIAMI,URBAN PRIN ART OTHER,DIVIDED,,SR  816,4,BROWARD,51500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-04234,Potential Location,0.850000024,1,14322.55295625,0.0137369208633704,0.00667221870506564,0.0284104499674252,0.0549120031395509,0.199653656639214,48384.739090539,,1042631.97689674,2.91022020537592,0.291022020537592,27.4003927423703,392443.576074647,14322.55295625,391011.320779022,,N,4,86,86090000 = 2.916,NW 46TH AVE|W OAKLAND PARK BLVD,28000,56000,,IS|U|3|D,Y,10,0.444814651508054,On-System / Off-System,On Corridor,"452075-1, 447675-1",7,659,0.12,100,0,0.3,Verified Match,"452075-1, 447675-1",7
33927,82408,17040000,2.814,3.118,SUBURBAN COMMERCIAL,215,URBAN PRIN ART OTHER,DIVIDED,,SR  780,1,SARASOTA,58500,6,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00617,Potential Location,0.850000024,1,17187.0635475,0.013753736652526,0.00580235765028441,0.0230160186794615,0.0416372886941705,0.135399090280063,34453.6667821665,,1249628.66322902,2.07230128969232,0.207230128969232,16.2593278202795,279450.100486779,17187.0635475,278017.845191154,,N,1,17,17040000 = 2.832|17A04559 = .304,FRUITVILLE RD|MIMOSA DR,25250,50500,,IS|U|3|D,Y,10,0.386823905244119,On-System / Off-System,On Corridor,"453539-1, 454316-1",2,1603,0.3,100,0,0.1,Verified Match,"453539-1, 454316-1",2
82575,136164,71020000,1.598,1.61214410764044,SUBURBAN COMMERCIAL,JACKSONVILLE,URBAN PRIN ART OTHER,DIVIDED,US   17,SR   15,2,CLAY,30500,4,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00876,Potential Location,0.850000024,1,11458.042365,0.0137616023054841,0.0058056759726261,0.0230291813580835,0.0416611007294929,0.13547652394641,46718.759325666,,832609.612649095,2.07348642237161,0.207348642237161,33.0711805525121,378930.987831247,11458.042365,377498.732535622,,N,2,71,71020000 = 1.602|71A03031 = .418,HARBOR RD|N ORANGE AVE|US-17,13750,27500,,IS|U|3|D,Y,10,0.38704512676896,On-System / Off-System,On Corridor,208202-6,1,75,0.01,100,1.5,0.2,Verified Parallel Fallback,208202-6,1
33780,75596,16003001,9.33050092255768,9.47340000000258,SUBURBAN COMMERCIAL,LAKELAND,URBAN MINOR ART,DIVIDED,,SR  563,1,POLK,28500,4,45,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-00547,Potential Location,0.850000024,1,11458.042365,0.013865385059374,0.0058494593219234,0.0232028553102961,0.0419752868008392,0.13649821651029,47071.087593371,,826377.508878021,2.08912356449286,0.208912356449286,33.3205859717314,381788.685690723,11458.042365,380356.430395098,,N,1,16,16003001 = 9.422|16A05676 = .008,HARTSELL AVE|SIKES BLVD,13250,26500,,IS|U|3|D,Y,10,0.389964017189136,On-System / Off-System,Off Corridor,,0,0,0,0,,,Unmatched,,0
49326,105932,48004000,2.734,2.754,SUBURBAN COMMERCIAL,PENSACOLA,URBAN MINOR ART,DIVIDED,,SR  727,3,ESCAMBIA,14300,2,40,1,0,SGNLBK,Install Yellow Retroreflective Backplates,,Point,SGNLBK-02507,Potential Location,0.850000024,1,8593.53177375,0.0138803836693425,0.00585578686050386,0.0232279545466653,0.0420206927489861,0.136645870794832,42147.0229138307,,619113.417789054,2.09138343317921,0.209138343317921,39.779932077332,341850.110264169,8593.53177375,340417.854968544,,N,3,48,48004000 = 2.735|48A05755 = .873,N CROW RD|N FAIRFIELD DR,7350,14700,,IS|U|1|U,Y,10,0.390385853161994,On-System / Off-System,On Corridor,456591-1,3,106,0.02,100,0.1,0.2,Verified Match,456591-1,3
